IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
15.161.40.69,2083,80,false,MXP,Europe,Milan,266,1.94
15.161.186.110,2096,80,false,MXP,Europe,Milan,263,1.94
15.161.186.110,2082,80,false,MXP,Europe,Milan,271,1.94
15.161.216.233,2095,80,false,MXP,Europe,Milan,263,1.94
15.160.252.181,2053,80,false,MXP,Europe,Milan,265,1.94
15.161.186.110,2052,80,false,MXP,Europe,Milan,263,1.94
15.160.252.181,2082,80,false,MXP,Europe,Milan,266,1.94
15.161.186.110,2086,80,false,MXP,Europe,Milan,269,1.94
15.161.186.110,2087,80,false,MXP,Europe,Milan,263,1.94
15.161.216.233,2083,80,false,MXP,Europe,Milan,266,1.93
15.161.40.69,2052,80,false,MXP,Europe,Milan,266,1.93
15.161.216.233,2087,80,false,MXP,Europe,Milan,269,1.93
15.160.250.170,2083,80,false,MXP,Europe,Milan,271,1.93
15.160.252.181,2096,80,false,MXP,Europe,Milan,268,1.93
15.161.186.110,2095,80,false,MXP,Europe,Milan,266,1.93
15.161.186.110,2083,80,false,MXP,Europe,Milan,269,1.93
15.160.250.170,2052,80,false,MXP,Europe,Milan,264,1.92
15.160.250.170,2082,80,false,MXP,Europe,Milan,264,1.92
15.160.252.181,2052,80,false,MXP,Europe,Milan,265,1.92
15.160.80.28,2096,80,false,MXP,Europe,Milan,266,1.92
15.160.80.28,2095,80,false,MXP,Europe,Milan,272,1.92
15.160.250.170,2096,80,false,MXP,Europe,Milan,271,1.92
15.161.216.233,2082,80,false,MXP,Europe,Milan,266,1.91
15.160.80.28,2086,80,false,MXP,Europe,Milan,267,1.91
15.161.40.69,2053,80,false,MXP,Europe,Milan,264,1.91
15.161.40.69,2082,80,false,MXP,Europe,Milan,266,1.91
15.161.216.233,2053,80,false,MXP,Europe,Milan,263,1.91
15.160.250.170,2087,80,false,MXP,Europe,Milan,269,1.91
15.160.80.28,2083,80,false,MXP,Europe,Milan,264,1.90
15.161.74.249,2086,80,false,MXP,Europe,Milan,264,1.90
15.160.252.181,2087,80,false,MXP,Europe,Milan,271,1.90
15.161.40.69,2096,80,false,MXP,Europe,Milan,265,1.90
15.160.252.181,2086,80,false,MXP,Europe,Milan,265,1.90
15.161.216.233,2052,80,false,MXP,Europe,Milan,269,1.90
15.161.216.233,2096,80,false,MXP,Europe,Milan,269,1.89
15.160.252.181,2083,80,false,MXP,Europe,Milan,269,1.89
13.49.119.167,2083,80,false,ARN,Europe,Stockholm,273,1.89
15.160.80.28,2087,80,false,MXP,Europe,Milan,266,1.88
15.161.74.249,2096,80,false,MXP,Europe,Milan,271,1.88
15.161.74.249,2052,80,false,MXP,Europe,Milan,264,1.88
15.160.80.28,2053,80,false,MXP,Europe,Milan,266,1.88
15.160.80.28,2052,80,false,MXP,Europe,Milan,267,1.88
15.161.74.249,2083,80,false,MXP,Europe,Milan,266,1.88
13.49.119.167,2053,80,false,ARN,Europe,Stockholm,278,1.88
13.49.6.192,2083,80,false,ARN,Europe,Stockholm,273,1.88
13.49.6.192,2053,80,false,ARN,Europe,Stockholm,278,1.88
13.48.36.215,2082,80,false,ARN,Europe,Stockholm,279,1.88
13.53.47.110,2086,80,false,ARN,Europe,Stockholm,278,1.87
13.53.47.110,2083,80,false,ARN,Europe,Stockholm,273,1.87
13.48.140.41,2086,80,false,ARN,Europe,Stockholm,278,1.87
